,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
838,Remontnoye,RU,86.41,scattered clouds,46.5614,43.6501,Remontnoye
840,Muisne,EC,82.51,broken clouds,0.6,-80.0333,Quinta Samay
843,Sihora,IN,87.12,broken clouds,23.4833,80.1167,Hotel Yash Raj Sihora
844,Praya,CV,84.74,clear sky,14.9215,-23.5087,LT Aparthotel
847,Kirakira,SB,75.43,overcast clouds,-10.4544,161.9205,SanBiz Lodge
849,Leninsk,RU,85.86,overcast clouds,48.7119,45.1994,Turbaza Odisseya
851,Korla,CN,79.99,broken clouds,41.7597,86.1469,Gulisitan Hotel
852,Naze,JP,75.45,light rain,28.3667,129.4833,奄美ポートタワーホテル
853,Buritizeiro,BR,83.25,clear sky,-17.3511,-44.9622,Santos Palace Hotel
857,Takestan,IR,84.33,broken clouds,36.0696,49.6959,baghdadi hotelهتل و رستوران بغدادی
859,Baker City,US,89.31,clear sky,44.7749,-117.8344,Bridge Street Inn
862,Mindelo,CV,78.35,broken clouds,16.8901,-24.9804,Hotel Gaudi
873,Gigmoto,PH,80.91,broken clouds,13.7796,124.39,Cj's Travellers Inn
874,Kampong Cham,KH,78.93,overcast clouds,11.9934,105.4635,7 Makara Hotel
876,Nanning,CN,82.85,light rain,22.8167,108.3167,Nanning Travelling With Hostel
878,Lawigan,PH,77.36,scattered clouds,10.487,122.0354,The Assemblage Point Resort and Convention Hub
880,Kavaratti,IN,83.05,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
882,Orta Nova,IT,89.2,clear sky,41.3299,15.7107,Hotel Novelli
884,Betul,IN,81.09,broken clouds,21.9153,77.8961,STARiHotel Betul MP
887,Buala,SB,78.19,light rain,-8.145,159.5921,Maringe Lagoon Lodge
888,Rudsar,IR,84.18,few clouds,37.1376,50.288,Hotel Bahar
891,Conceicao Da Barra,BR,76.75,scattered clouds,-18.5933,-39.7322,Cricaré Praia Hotel
892,Kavieng,PG,81.79,light rain,-2.5744,150.7967,Nusa Island Retreat
893,Porto Nacional,BR,89.6,clear sky,-10.7081,-48.4172,Vila Real Hotel
894,Lastoursville,GA,79.59,broken clouds,-0.8143,12.7287,Auberge Bon Coin 02
895,Eregli,TR,78.48,broken clouds,37.5133,34.0467,Hotel Fuat Bey
897,Dicabisagan,PH,77.38,overcast clouds,17.0818,122.4157,Nancy Montanes Bernardo
902,Cherdakly,RU,87.75,light rain,54.3594,48.845,"""MOTEL 73"""
904,Swift Current,CA,77.81,clear sky,50.2834,-107.8014,"Motel 6 Swift Current, SK"
905,Matamoros,MX,85.1,scattered clouds,25.5333,-103.25,Quinta Belem
906,Wanning,CN,83.12,overcast clouds,18.8003,110.3967,Paradise Hotel
913,Guabito,PA,84.09,broken clouds,9.5,-82.6167,Cabinas Sanchez Salazar
915,Kyaikto,MM,78.69,light rain,17.3,97.0167,နီလာ တည်းခိုခန်း
916,Athabasca,CA,83.89,clear sky,54.7169,-113.2854,Athabasca Lodge Motel
923,Kerman,IR,78.66,clear sky,30.2832,57.0788,هتل آپارتمان آسام
926,Fez,MA,88.05,clear sky,34.0372,-4.9998,Hotel Mounia Fès
929,Lianzhou,CN,77.45,moderate rain,24.7811,112.3825,Qingcheng Tourism Industry
934,Soyo,AO,77.05,broken clouds,-6.1349,12.3689,Hotel Mpampa
937,Taraz,KZ,79.21,clear sky,42.9,71.3667,Comfort Inn
938,Luanda,AO,75.2,scattered clouds,-8.8368,13.2343,LANDU MARINEZA LUFUANDU TONI
941,Phan Thiet,VN,78.57,scattered clouds,10.9333,108.1,Hotel Saigon-PT
944,Yinchuan,CN,77.81,overcast clouds,38.4681,106.2731,JJ Inns - Yinchuan New Moon Square Branch
951,Chitral,PK,75.38,broken clouds,35.8462,71.7858,PTDC Motel Chitral
953,Jawar,IN,86.99,light rain,23.0,76.5,Sree balaji
955,Maceio,BR,81.84,scattered clouds,-9.6658,-35.7353,Poutur Pousada
956,Sembe,CG,75.25,light rain,1.6481,14.5806,
961,Buena Vista,US,83.44,clear sky,43.4203,-83.8986,Red Roof Inn Saginaw - Frankenmuth
963,Valverde Del Camino,ES,84.09,clear sky,37.5751,-6.7543,HOTEL MONTEAROMA (ulamde hotelera S.L.)
964,Salinas,US,82.2,haze,36.6777,-121.6555,Laurel Inn & Conference Center
965,Pakxan,LA,75.9,light rain,18.3778,103.6601,Kong Kham Pheng Guesthouse
966,Mersing,MY,75.11,few clouds,2.4312,103.8405,Timotel Hotel
977,Soltvadkert,HU,89.6,clear sky,46.5789,19.3939,Frittmann Borászat és Panzió
978,Jingdezhen,CN,76.33,light rain,29.2947,117.2079,Garden Hotel
982,Little Elm,US,87.55,overcast clouds,33.1626,-96.9375,Preston On The Lake
983,Parsabad,IR,86.32,broken clouds,39.6482,47.9174,Peacock Hotel Magi
986,Kano,NG,87.75,overcast clouds,12.0001,8.5167,Havana Guest Inn
987,Praia Da Vitoria,PT,77.25,scattered clouds,38.7333,-27.0667,Hotel Branco I
990,Garmsar,IR,89.28,broken clouds,35.2182,52.3409,Peyvand Hotel
997,Cassilandia,BR,78.22,few clouds,-19.1133,-51.7342,Delirius Motel
998,Gwadar,PK,83.1,few clouds,25.1216,62.3254,Sadaf Resort
1002,Puerto Colombia,CO,89.69,overcast clouds,10.9878,-74.9547,Hotel El Emigrante
1005,Ipameri,BR,82.47,clear sky,-17.7219,-48.1597,Real Hotel
1006,Itoman,JP,80.98,heavy intensity rain,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
1010,Pattani,TH,80.02,broken clouds,6.75,100.4167,Tobias Kleeberg
1012,Puerto Ayacucho,VE,85.93,scattered clouds,5.6639,-67.6236,Posada Turistica Manapiare
1018,Buchanan,LR,82.36,overcast clouds,5.8808,-10.0467,Kamaneahn Hotel Inc
1020,Pedasi,PA,79.45,broken clouds,7.5333,-80.0333,Selina Pedasi
1021,Halifax,CA,89.49,broken clouds,44.6453,-63.5724,Hotel Halifax
1022,Pointe Michel,DM,88.74,broken clouds,15.25,-61.3833,Castle Comfort Lodge Dive Dominica
1025,Auki,SB,75.22,broken clouds,-8.7676,160.7034,Auki Motel
1029,Ariquemes,BR,83.07,scattered clouds,-9.9133,-63.0408,Hotel Sol Nascente - Ariquemes - RO
1036,Kodinar,IN,82.94,moderate rain,20.7903,70.7031,residency of N.B vadhel
1038,Ajdabiya,LY,83.52,clear sky,30.7554,20.2263,Almadina Hotel
1039,Cabra,ES,89.04,clear sky,37.4725,-4.4421,MS Fuente Las Piedras
1042,Meulaboh,ID,76.21,overcast clouds,4.1363,96.1285,Kost Pria
1043,Arrecife,ES,75.18,few clouds,28.963,-13.5477,Hotel Lancelot
1044,Solhan,TR,79.2,clear sky,38.9634,41.0293,Solhan Ogretmenevi
1045,Hinjilikatu,IN,83.75,overcast clouds,19.4833,84.75,Uma shankar transport
1046,Baculin,PH,77.94,clear sky,7.4525,126.5842,Shovy's Cove
1064,Nicoya,CR,85.55,light rain,10.1483,-85.452,Guayacan Real
1065,Pauini,BR,82.85,broken clouds,-7.7136,-66.9764,Casa do Kiwliks
1068,Mokrous,RU,83.59,scattered clouds,51.2333,47.5167,
1070,Aleksandrov Gay,RU,89.51,broken clouds,50.147,48.5704,Gostinitsa I.p. Yes'kov A.v
1073,Alugan,PH,78.33,clear sky,12.2188,125.4808,JM Lodge
1076,Oshnaviyeh,IR,82.65,broken clouds,37.0397,45.0983,Aram Qurbani
1078,Half Moon Bay,US,79.5,broken clouds,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
1079,Netanya,IL,86.02,clear sky,32.3329,34.8599,King Koresh Hotel
1080,Khash,IR,83.52,clear sky,28.2211,61.2158,دفتر پیشخوان دولت جمال زهی (خالد)
1081,Trincomalee,LK,82.2,broken clouds,8.5711,81.2335,Welcombe Hotel
1085,Arboletes,CO,84.52,overcast clouds,8.8505,-76.4269,Hotel Playa Star
1086,Tsevie,TG,83.28,overcast clouds,6.4261,1.2133,Hotel Melissa
1087,Cururupu,BR,83.91,scattered clouds,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
1094,Acarau,BR,84.31,clear sky,-2.8856,-40.12,castelo pizzaria
1095,Lamu,KE,75.42,broken clouds,-2.2717,40.902,Lamu House
1099,Daeni,RO,80.94,scattered clouds,44.8333,28.1167,
1103,Galveston,US,79.14,moderate rain,29.3669,-94.9669,Comfort Inn & Suites Texas City
1108,Ambon,ID,75.34,scattered clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
1112,Afua,BR,82.69,broken clouds,-0.1567,-50.3867,Hotel Dias
1114,Luganville,VU,75.92,clear sky,-15.5333,167.1667,The Espiritu Hotel
1118,Odienne,CI,87.67,clear sky,9.51,-7.5692,Oustaz Vame DIAKITE
1123,Fuyang,CN,76.82,scattered clouds,32.9,115.8167,Fuyang Wanda Realm Hotel
1124,Galesong,ID,77.02,broken clouds,-5.3166,119.3661,Sapriadi Appy
1125,Shaoxing,CN,77.94,scattered clouds,30.011,120.5715,Holiday Inn Shaoxing
1129,Lunenburg,CA,89.06,scattered clouds,44.3835,-64.3155,Lunenburg Arms Hotel
1130,Sinnamary,GF,79.77,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
1131,Padilla,CO,81.97,scattered clouds,3.2204,-76.3139,La Granadina
1133,Ibra,OM,84.87,scattered clouds,22.6906,58.5334,مزرعة راحة النفوس المنزفة
1142,Lander,US,75.11,broken clouds,42.833,-108.7307,"Holiday Inn Express & Suites Lander, an IHG Hotel"
1143,Bulungu,CD,79.43,broken clouds,-4.55,18.6,
1145,Hutchinson,US,80.22,overcast clouds,38.0608,-97.9298,OYO Hotel Hutchinson KS West 4th Ave
1146,Zoniana,GR,81.0,clear sky,35.295,24.8294,Archontiko Manias
1150,Lata,PT,77.04,clear sky,40.1629,-8.3327,Casa Maquia
1160,Xacmaz,AZ,81.0,broken clouds,41.4635,48.806,SAHİL HOTEL
1162,Liling,CN,80.49,light rain,27.6667,113.5,Shangri-La Hotel
1166,Shaowu,CN,75.49,light rain,27.3409,117.4831,Yijie Express Hotel
1168,Pitsunda,GE,77.18,scattered clouds,43.1592,40.3378,Hotel FREEDOM
1169,Jonkoping,SE,77.68,broken clouds,57.7814,14.1562,Scandic Portalen
1173,Mouila,GA,77.79,scattered clouds,-1.8685,11.0559,Hôtel du Lac Bleu
1174,Palimbang,PH,77.72,scattered clouds,6.2106,124.1894,Felmar Beach resort
1176,Pandan,PH,80.87,overcast clouds,14.0453,124.1694,Bonifacio Lodge
1179,Negara,ID,76.17,broken clouds,-8.3151,114.6025,Villa Maya West Bali
1183,Shelburne,CA,85.28,scattered clouds,44.0787,-80.2041,The Retreat at the Farm
1190,Rodrigues Alves,BR,89.8,broken clouds,-7.738,-72.6509,Pousada Aconchego
1193,Navalmoral De La Mata,ES,82.96,clear sky,39.8916,-5.5406,Hotel Moya S A
1194,Dar Es Salaam,TZ,78.73,broken clouds,-6.8235,39.2695,Hotel Nikko Tower
1196,Dhidhdhoo,MV,83.43,overcast clouds,6.8833,73.1,Dhidhoo beach
1198,Taki,IN,85.95,overcast clouds,22.5861,88.9214,Taki Bishram Baganbari
1199,Wageningen,NL,76.06,broken clouds,51.9667,5.6667,Fletcher Hotel-Restaurant De Wageningsche Berg
1201,Luancheng,CN,78.96,light rain,37.8792,114.6517,Shell Hebei Shijiazhuang Luancheng Xinyuan Road Hotel
1209,Quijingue,BR,78.03,broken clouds,-10.7525,-39.2092,Pousada Sabor Da Terra
1211,Kyrylivka,UA,76.12,broken clouds,46.3759,35.3675,"Rok-Hotelʹ ""Kleopatra"""
1212,Duku,NG,85.46,clear sky,11.2361,4.9073,
1213,Thessalon,CA,79.56,few clouds,46.2501,-83.5666,Carolyn Beach Inn & Restaurant
1214,Kitimat,CA,79.18,clear sky,54.0524,-128.6534,Kingfish Westcoast Adventures Ltd. Kitimat Estuary Lodge B&B
1217,Riviere-Au-Renard,CA,79.09,scattered clouds,48.9957,-64.3971,Auberge Le Caribou
1218,Espinosa,BR,84.09,clear sky,-14.9261,-42.8192,Hotel Vilma
1219,Mamallapuram,IN,84.25,scattered clouds,12.6264,80.1722,Radisson Blu Resort Temple Bay Mamallapuram
1223,Ubaira,BR,75.61,broken clouds,-13.2681,-39.6628,Grupo Navarro
1227,Valle De Allende,MX,76.1,overcast clouds,26.9333,-105.4,Hotel Meson de San Bartolome
1229,Rameswaram,IN,83.03,scattered clouds,9.2833,79.3,Daiwik Hotels Rameswaram
1232,Mount Pleasant,US,84.34,overcast clouds,32.7941,-79.8626,Best Western Patriots Point
1233,Guozhen,CN,78.06,scattered clouds,34.3659,107.359,Yucai Hotel
1237,Sao Gabriel Da Cachoeira,BR,85.8,scattered clouds,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
1239,Stalowa Wola,PL,78.42,overcast clouds,50.5829,22.0533,Apartamenty FLOOM Popiełuszki 39
1241,Carutapera,BR,76.62,light rain,-1.195,-46.02,Lidera
1245,Tabou,CI,78.35,light rain,4.423,-7.3528,hotêl doufoulougou
1250,Manokwari,ID,77.52,broken clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
1252,Terrace,CA,78.71,clear sky,54.5163,-128.6035,Northern Motor Inn
1253,Altamira,BR,86.09,broken clouds,-3.2033,-52.2064,Requinte Hotel
1254,Minna,NG,80.87,overcast clouds,9.6139,6.5569,Royal Park hotel & suites
1255,Beaverlodge,CA,83.55,clear sky,55.2166,-119.4361,Side Trax Inn
1256,Porto Torres,IT,80.78,clear sky,40.835,8.3972,Hotel Elisa
1257,Santo Antonio Do Ica,BR,82.83,broken clouds,-3.1022,-67.9397,HOTEL AMAZON WAY
1258,Pa Daet,TH,78.82,moderate rain,19.5049,99.9924,โรงแรมฝ้ายคำ
1265,Baglan,AF,85.78,broken clouds,36.1307,68.7083,Habibullah MOsazai
1267,Abonnema,NG,78.08,overcast clouds,4.7084,6.7931,Corper's Lodge Obonoma
1268,Sisophon,KH,78.96,overcast clouds,13.5859,102.9737,Pyramid Hotel
1270,Suixi,CN,79.72,broken clouds,33.8907,116.7747,Campanile Hotel
1273,Adilabad,IN,82.78,overcast clouds,19.6667,78.5333,Dwaraka Hotel.
1284,Anekal,IN,81.25,overcast clouds,12.7,77.7,Hotel Mayura Nisarga Pearl Valley
1288,Ewa Beach,US,79.02,clear sky,21.3156,-158.0072,Uncle Junior Robert
1294,Kampong Thum,KH,79.2,broken clouds,12.7111,104.8887,Sambor Village Hotel
1296,Tran,BG,76.68,clear sky,42.8353,22.6517,Erma & Spa Boutique Hotel
1297,La Cruz,MX,87.48,overcast clouds,23.9167,-106.9,LIBERADOR DE CELULAS MADRE ADULTAS
1300,Iquitos,PE,86.04,scattered clouds,-3.7481,-73.2472,Casa Morey Hotel & Restaurant
1301,Talara,PE,75.96,clear sky,-4.5772,-81.2719,Hostal Oro Negro
1303,Porto Walter,BR,87.33,broken clouds,-8.2686,-72.7439,Secretaria de saúde
1308,Skaerbaek,DK,77.27,clear sky,55.1573,8.769,Skærbækcentret
1313,Barra Do Garcas,BR,88.38,few clouds,-15.89,-52.2567,Hotel Pousada Tropical
1314,Pasighat,IN,75.38,overcast clouds,28.0667,95.3333,Siang Guest House
1315,Mandera,KE,84.18,broken clouds,3.9366,41.867,Kornesh Hotel and Lodging
1324,Vila Do Maio,CV,84.99,clear sky,15.1333,-23.2167,Hotel Marilu
1329,Luzhou,CN,77.31,light rain,28.8724,105.4405,Shijichun Hotel
1330,Sechura,PE,77.18,scattered clouds,-5.5569,-80.8222,Hospedaje Costa Bella
1331,Monte Alegre,BR,87.62,overcast clouds,-2.0078,-54.0692,Hotel Shekinah
1333,Malindi,KE,77.16,light rain,-3.2175,40.1191,African House Resort
1335,Cartagena,CO,85.62,scattered clouds,10.3997,-75.5144,Hotel Colombia Real - Cartagena
1336,Lingao,CN,83.07,overcast clouds,19.9103,109.6859,Lingao Ditai Inn
1340,Huicheng,CN,78.75,overcast clouds,23.0385,116.2899,Huilai Hotel
1345,Lafia,NG,78.24,light rain,8.4833,8.5167,Low Cost Housing Estate
1347,Quebo,GW,86.95,broken clouds,11.3333,-14.9333,
1349,Grand-Santi,GF,84.56,few clouds,4.25,-54.3833,Hotel La Villa Couacou
1354,Price,US,80.73,clear sky,39.5994,-110.8107,National 9 - Price River Inn
1356,Mana,GF,78.04,overcast clouds,5.6592,-53.7767,LE SAMANA
1358,Bac Lieu,VN,80.96,scattered clouds,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
1360,Mahibadhoo,MV,82.9,overcast clouds,3.7833,72.9667,Omadhoo Inn
1361,Great Falls,US,82.69,clear sky,47.5002,-111.3008,Extended Stay America - Great Falls - Missouri River
1363,Gasa,PS,85.98,clear sky,31.5,34.4667,رابطة الفنانين الفلسطينيين
1369,Blankenburg,DE,80.53,overcast clouds,51.7833,10.95,Hotel im Harz - Kurhotel Fürstenhof und Restaurant Vis-A-Vis
1370,Odweyne,SO,80.65,broken clouds,9.4092,45.064,Eng Hiirey House
1371,Ishigaki,JP,83.26,light rain,24.3448,124.1572,Hotel Peace Land Ishigakijima
1372,Upata,VE,87.62,scattered clouds,8.0086,-62.3989,Posada Villa Nela
1373,Villanueva De Cordoba,ES,83.93,clear sky,38.3228,-4.6287,Volao
1374,Tukrah,LY,82.92,clear sky,32.5341,20.5791,Lokta restaurant
1376,Yining,CN,75.43,overcast clouds,29.0361,114.5636,Xiushui Hotel
1380,Majene,ID,76.69,overcast clouds,-3.5403,118.9707,Kost Putri RABBANI
1381,Muncie,US,89.71,broken clouds,40.1934,-85.3864,Best Western Muncie
1383,Quesnel,CA,82.9,clear sky,52.9999,-122.5029,Ramada by Wyndham Quesnel
1388,Santa Marta,CO,89.35,overcast clouds,11.2408,-74.199,Casa de Isabella
1389,Mokena,US,84.67,overcast clouds,41.5261,-87.8892,Hilton Garden Inn Chicago/Tinley Park
1390,Vitry-Le-Francois,FR,75.61,overcast clouds,48.7333,4.5833,Hôtel Tambourin
1391,Port Said,EG,84.18,clear sky,31.2565,32.2841,Aracan Hotel
1392,Am Timan,TD,83.61,overcast clouds,11.0297,20.2827,Palais du chef Canton Salamt
1393,Ailigandi,PA,84.38,broken clouds,9.2333,-78.0167,Akwa Reef Lodge
1394,Ciudad Bolivar,VE,88.18,broken clouds,8.1222,-63.5497,Hotel Edi
1395,River Falls,US,84.07,broken clouds,44.8614,-92.6238,Best Western Plus Campus Inn
1397,San Pedro,PH,78.35,few clouds,14.35,121.0167,Villa Veronica Resort Private Pool
1398,Beauceville,CA,76.78,overcast clouds,46.2179,-70.7787,Motel Royal
1399,Marchena,ES,85.87,clear sky,37.329,-5.4168,GMhotel
1400,Dunmore Town,BS,82.02,overcast clouds,25.5,-76.65,Coral Sands Hotel
1407,Goderich,CA,77.04,scattered clouds,43.7501,-81.7165,Harmony Inn
1408,Zwedru,LR,77.63,overcast clouds,6.0667,-8.1281,Elijah Worjloh
1409,Trapani,IT,89.89,clear sky,37.8333,12.6667,
1410,Shunyi,CN,76.95,clear sky,40.125,116.6453,Beijing Mingchen Holiday Hotel
1412,Lubao,PH,80.31,overcast clouds,14.9167,120.55,Hacienda Gracia
1413,Iracoubo,GF,77.49,overcast clouds,5.4802,-53.2011,Le Gîte d’Iracoubo
1416,San Francisco,US,80.78,broken clouds,37.7749,-122.4194,The Clift Royal Sonesta Hotel
1418,Pa Sang,TH,80.8,overcast clouds,18.5262,98.9394,โรงแรม จามจุรี 99
1419,Jaru,BR,84.49,broken clouds,-10.4389,-62.4664,Hotel Paraná
1420,Salinopolis,BR,82.15,scattered clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
1424,Oliver,CA,89.85,few clouds,49.1831,-119.5524,Cactus Tree Inn
1425,Leninskoye,KZ,87.73,clear sky,41.7589,69.3864,
1426,Sajanan,TN,79.07,broken clouds,37.0573,9.2426,Centre de culture du tabac sejenene
1429,Suba,PH,83.75,broken clouds,10.8438,121.0102,Casita Bed and Grill
1434,Orodara,BF,89.98,few clouds,10.9492,-4.9342,Bkf Orodara
1435,Acajutla,SV,89.94,overcast clouds,13.5928,-89.8275,asi es
1436,Duluth,US,81.61,clear sky,46.7833,-92.1066,South Pier Inn
1440,Dayong,CN,80.28,light rain,25.0209,118.2898,Haiyue Express Hotel
1441,Hyeres,FR,86.65,clear sky,43.1167,6.1167,Hôtel des Palmiers
1443,Villa Altagracia,DO,87.42,overcast clouds,18.673,-70.171,La Maison de AAVA
1444,Pochutla,MX,85.82,overcast clouds,15.7432,-96.4661,Hotel Posada San Jose
1447,Humpolec,CZ,78.28,few clouds,49.5415,15.3593,fabrika hotel
1448,Nata,PA,88.47,broken clouds,8.3333,-80.5167,Cabañas Estancia Bayamon
1451,Coahuayana,MX,83.68,overcast clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
1453,Badarganj,BD,82.99,moderate rain,25.674,89.0549,Raushon
1455,Gopalur,IN,83.57,overcast clouds,16.6167,77.8,Dhaba- Motel
1458,Callaway,US,86.92,scattered clouds,30.153,-85.5699,"Holiday Inn Express & Suites Panama City-Tyndall, an IHG Hotel"
1459,Dubovyy Umet,RU,84.09,scattered clouds,52.9763,50.2857,
1463,Thai Binh,VN,87.8,overcast clouds,20.45,106.3333,Sweden Hotel
1468,San Ramon,US,81.48,clear sky,37.7799,-121.978,San Ramon Marriott
1470,Phibun Mangsahan,TH,78.78,overcast clouds,15.2447,105.2291,ซันนี่ รีสอร์ท
1471,Totskoye,RU,76.53,clear sky,52.5248,52.7623,Gostinitsa
1487,Gurh,IN,87.62,broken clouds,24.5167,81.5167,Scheduled Tribe Hostel
1495,Puerto Madero,MX,88.0,few clouds,14.7208,-92.4215,Hotel La Central
1500,Potiskum,NG,87.13,overcast clouds,11.7091,11.0694,Tamir Hotel Ltd
1502,Port Hawkesbury,CA,78.91,scattered clouds,45.6169,-61.3485,MacKenzie House Tourist Home B&B
1504,Sanandaj,IR,78.44,clear sky,35.3144,46.9923,Sanandaj Tourist Hotel
1505,Rosetta,EG,80.42,clear sky,31.4044,30.4164,Green Valley
1506,Guilin,CN,77.11,light rain,25.2819,110.2864,Grand 0773 Hotel
1507,Dores Do Indaia,BR,79.11,clear sky,-19.4633,-45.6017,Hotel Central Dorense
1508,Jintur,IN,82.27,overcast clouds,19.6167,76.7,AMOL SALVE SWEET ORANGE FARM
1511,Hobyo,SO,77.65,overcast clouds,5.3505,48.5268,Halane Hotel and Restaurent
1512,Taitung,TW,82.81,overcast clouds,22.7583,121.1444,Taitung Bali Suites Hotel
1513,Tonj,SS,77.09,light rain,7.2737,28.6822,
1516,Guayaramerin,BO,83.8,broken clouds,-10.8368,-65.3614,Hostal Funf
1517,Jeremie,HT,86.27,overcast clouds,18.65,-74.1167,Auberge’Inn
1521,Pyinmana,MM,75.72,moderate rain,19.7333,96.2167,"Win (Computer, Copier, Digital Stamp, Invitation Card, Trophy) Shop"
1525,Onda,ES,81.86,clear sky,39.9667,-0.25,Motel Shhh
1526,Cabot,US,88.99,broken clouds,34.9745,-92.0165,Super 8 by Wyndham Cabot
1530,Nishihara,JP,80.26,heavy intensity rain,26.1842,127.7558,Minshuku Agaihama
1533,Shirgaon,IN,81.0,overcast clouds,19.7,72.7,"Samarth Krupa Farm, Palghar"
1535,Novotroitskaya,RU,77.02,overcast clouds,45.3267,41.5253,"Gostevoy Dom ""Zastava"""
1538,Nyaunglebin,MM,76.98,overcast clouds,17.95,96.7333,Royal Motel
1540,Thinadhoo,MV,83.03,scattered clouds,0.5333,72.9333,
1544,Neijiang,CN,77.11,light rain,29.5835,105.0622,Han'an Hotel
1545,Megalopoli,GR,79.25,clear sky,37.4011,22.1422,Leto Hotel
1548,Aksay,RU,79.18,overcast clouds,47.26,39.87,Chernaya Zhemchuzhina
1551,Boyolangu,ID,75.02,broken clouds,-8.1181,111.8935,Yos ega cv
1554,Brookhaven,US,88.75,broken clouds,31.5791,-90.4407,Americas Best Value Inn Brookhaven
1555,Hidalgotitlan,MX,86.74,overcast clouds,17.7833,-94.6333,
1556,Clinton,US,88.29,overcast clouds,42.587,-82.9199,Hampton Inn Detroit/Roseville
1557,North Platte,US,78.69,clear sky,41.1239,-100.7654,"Holiday Inn Express & Suites North Platte, an IHG Hotel"
1558,Malkapur,IN,81.52,broken clouds,20.8833,76.2,Hotel Sarthi International
1560,Guaira,BR,83.1,clear sky,-20.3183,-48.3106,Hotel do Lago
1561,Xiantao,CN,78.55,few clouds,30.3833,113.4,City Convenient Chain Hotel
1566,Sainte-Maxime,FR,87.37,scattered clouds,43.3,6.6333,Hôtel Les Jardins De Sainte Maxime
1567,Hargeysa,SO,78.94,overcast clouds,9.56,44.065,City Center Hotel
1568,Bauchi,NG,76.8,light rain,10.5,10.0,
1569,Nouakchott,MR,82.33,clear sky,18.0858,-15.9785,HOTEL IMAN فندق إيمان
1570,Kaduqli,SD,76.77,overcast clouds,11.0167,29.7167,فندق الله جابو
1571,Riachao Das Neves,BR,88.07,clear sky,-11.7461,-44.91,Casa Costa
1572,Bajina Basta,RS,89.33,clear sky,43.9708,19.5675,Aprtmani Bajina Basta
1573,Kathu,TH,87.62,broken clouds,7.9178,98.3332,Novotel Phuket Resort
1574,Marang,MY,76.91,scattered clouds,5.2056,103.2059,DBarakah Homestay
1577,Januaria,BR,84.25,clear sky,-15.4833,-44.3667,Hotel Paraguassu
1578,Duncan,US,85.05,broken clouds,34.5023,-97.9578,Days Inn by Wyndham Duncan
1580,Sao Domingos,BR,84.76,clear sky,-13.3983,-46.3183,Hotel e Restaurante Uirapuru (Márcio uirapuru )Em São Domingos -Go
1581,Mulatupo,PA,85.91,broken clouds,8.9492,-77.7652,Hostal Nuevo Sasardí
1583,Cali,CO,82.4,scattered clouds,3.4372,-76.5225,Hotel La Luna
1584,Ternate,ID,78.91,scattered clouds,0.8,127.4,Grand Dafam Bela Ternate
1590,Cochrane,CA,88.7,clear sky,51.1834,-114.4687,Days Inn & Suites by Wyndham Cochrane
1592,Erzin,TR,83.12,clear sky,36.9559,36.2,Artemis Otel
1594,Mattru,SL,80.13,overcast clouds,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
1598,Kibala,TD,80.55,few clouds,9.1104,18.3463,hotel safari
1601,Lloydminster,CA,80.28,few clouds,53.2835,-110.0016,BCMInns - Lloydminster
1607,Bonthe,SL,80.24,overcast clouds,7.5264,-12.505,Bonthe Holiday Village
1608,Veraval,IN,83.59,moderate rain,20.9,70.3667,Lords Inn Somnath
1611,Springdale,US,84.18,scattered clouds,36.1867,-94.1288,Springdale Inn
1614,San Rafael Del Sur,NI,88.77,overcast clouds,11.8485,-86.4384,Hospedaje El Chino
1615,Ayna,PE,75.7,broken clouds,-12.65,-73.9167,
1617,Allapalli,IN,80.46,overcast clouds,19.4167,80.0667,Hotel IK Residency
1618,Barela,IN,85.28,overcast clouds,23.1,80.05,GRKIST Boys Hostel
1620,Dong Hoi,VN,85.59,overcast clouds,17.4833,106.6,Nam Long Hotel
1622,Peranamallur,IN,85.06,broken clouds,12.5667,79.4333,
1626,Albanel,CA,75.34,broken clouds,48.8832,-72.4487,Camping municipal d'Albanel
1630,Tshikapa,CD,79.57,overcast clouds,-6.4167,20.8,Hôtel Tshia-Muntu de Tshikapa
1631,Herat,AF,82.99,clear sky,34.5,62.0,
1637,Xilopolis,GR,84.04,scattered clouds,40.9271,23.1794,spiti xylopoli
1640,Ler,SS,79.93,broken clouds,8.3018,30.1418,
1641,Piacabucu,BR,78.93,scattered clouds,-10.4056,-36.4344,Piaçabuçu News
1642,Navoi,UZ,85.48,clear sky,40.0844,65.3792,Silk Road Hotel Termez
1643,San Ignacio,BZ,89.74,broken clouds,17.1561,-89.0714,Rainforest Haven Inn
